RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts
5968,15797919,Ting,773,Spain,Male,37,2,103195.2,2
5969,15603743,Tai,526,France,Male,28,1,112070.44,1
5970,15579714,Pan,542,France,Female,29,7,0,2
5971,15634295,Wilson,470,France,Male,35,1,96473.59,1
5972,15786680,Bianchi,805,Spain,Male,37,5,0,2
5973,15623499,Holman,548,Germany,Male,49,9,108437.89,1
5974,15691823,Obidimkpa,672,France,Male,37,5,153195.59,1
5975,15809279,Wallace,773,France,Male,45,8,96877.21,1
5976,15758039,Ash,614,France,Male,44,6,0,2
5977,15807163,Ku,537,France,Female,38,10,0,1
5978,15631639,Uspensky,704,France,Female,40,6,95452.89,1
5979,15713770,Shih,586,Spain,Male,41,3,63873.56,1
5980,15698167,Kumm,677,France,Female,24,0,148298.59,2
5981,15781710,Carey,558,Spain,Female,31,7,0,2
5982,15801296,Farber,634,Germany,Female,37,7,143258.85,2
5983,15704378,Calabrese,655,Germany,Male,37,9,121342.24,1
5984,15767891,Findlay,619,Germany,Female,28,6,99152.73,2
5985,15640667,Yu,662,France,Female,41,4,0,2
5986,15702145,Edments,705,Spain,Male,33,7,68423.89,1
5987,15679738,Brown,527,Spain,Female,35,8,0,1
5988,15636634,Lindon,630,Germany,Female,25,7,79656.81,1
5989,15809227,Chukwudi,850,France,Male,35,2,0,2
5990,15601811,Caldwell,668,France,Female,53,10,110240.04,1
5991,15625494,Li Fonti,573,France,Female,32,9,125321.84,2
5992,15723737,Pitcher,680,France,Male,27,3,0,1
5993,15682955,Capon,758,France,Female,32,2,84378.9,1
5994,15758856,Kable,597,France,Male,45,7,0,2
5995,15746065,Lo Duca,580,Germany,Male,35,10,136281.41,2
5996,15783865,Kulikova,622,France,Male,59,5,119380.37,1
5997,15745455,Navarrete,638,Germany,Male,62,4,108716.59,2
5998,15583033,Huguley,640,France,Female,20,4,0,2
5999,15644212,Han,644,Spain,Male,28,0,0,2
6000,15735688,Horsley,753,France,Female,31,6,106596.29,1
6001,15658577,Massie,629,France,Female,37,10,99546.25,3
6002,15606887,Singh,775,France,Female,30,5,0,1
6003,15783026,H?,701,France,Female,41,2,0,1
6004,15579892,Doyle,708,Spain,Male,19,7,112615.86,1
6005,15802088,Grant,521,Spain,Female,22,10,0,1
6006,15589323,Law,636,France,Female,24,9,0,2
6007,15636395,King,529,France,Female,31,5,0,2
6008,15712772,Onwubiko,757,France,Male,28,3,75381.15,1
6009,15700937,Romano,767,Spain,Female,24,5,0,2
6010,15766659,Okwudilichukwu,525,Spain,Male,33,5,0,2
6011,15814033,Milano,759,Spain,Male,38,1,0,2
6012,15783007,Parker,520,Germany,Female,45,1,123086.39,1
6013,15654183,Aitken,738,France,Female,26,3,0,2
6014,15609899,Obiora,548,Spain,Male,37,4,0,1
6015,15747323,Vasilyeva,535,Spain,Male,48,9,109472.47,1
6016,15582591,Chiabuotu,615,Spain,Male,59,4,155766.05,1
6017,15738835,Slater,850,Germany,Male,38,7,101985.81,2
6018,15782404,Hughes,487,France,Female,34,2,96019.5,1
6019,15697480,Menkens,731,France,Male,30,7,0,2
6020,15697045,Pisani,726,Spain,Female,35,9,0,2
6021,15781234,Y?an,609,France,Female,35,2,147900.43,1
6022,15579891,Milani,714,France,Male,52,4,100755.66,1
6023,15805690,Chin,694,Spain,Female,35,7,0,1
6024,15612139,Fu,786,France,Female,33,0,83036.05,1
6025,15568834,Howells,698,Spain,Male,27,6,125427.37,2
6026,15709917,Ni,601,France,Female,46,3,98202.76,1
6027,15718843,Maslova,769,Spain,Male,41,1,72509.91,1
6028,15799494,Forster,850,Germany,Male,44,3,140393.65,2
6029,15673439,Sun,646,Spain,Female,50,5,142644.64,2
6030,15669011,Bocharova,659,France,Female,44,9,23503.31,1
6031,15581388,Y?an,487,Spain,Male,33,8,145729.71,1
6032,15743153,Singh,740,Germany,Female,40,2,122295.17,2
6033,15579787,Nkemakonam,686,France,Male,39,4,0,2
6034,15759966,Chiemenam,612,Spain,Female,36,5,119799.27,2
6035,15601045,Angelo,655,Spain,Male,37,8,163708.58,2
6036,15764021,Frolov,617,France,Male,34,1,61687.33,2
6037,15687218,West,674,France,Female,27,4,79144.34,1
6038,15626452,Beatham,711,Spain,Male,32,5,0,2
6039,15700964,Pollard,624,Germany,Female,27,7,104848.68,1
6040,15768887,Hsing,597,Spain,Male,26,5,0,2
6041,15735358,Dowse,682,Spain,Male,46,4,0,1
6042,15749472,Lucciano,775,France,Male,45,8,0,1
6043,15685872,Godfrey,727,France,Female,29,1,146652.01,1
6044,15760851,Gratton,629,France,Male,31,6,0,2
6045,15734588,Manning,684,France,Male,46,0,0,2
6046,15784594,Mazzi,549,Germany,Female,37,1,130622.34,2
6047,15606435,Wall,593,Germany,Male,69,2,187013.13,2
6048,15790247,Sims,536,Spain,Male,40,9,0,2
6049,15676433,Allan,707,France,Female,36,6,0,1
6050,15625905,Griffen,592,Spain,Male,41,0,0,2
6051,15626414,Russell,703,France,Male,44,6,98862.54,1
6052,15623220,Brown,723,Spain,Female,45,4,0,2
6053,15752857,Palerma,452,Germany,Male,52,1,98443.14,2
6054,15677908,Gilbert,552,Spain,Male,42,4,0,2
6055,15773013,Uvarov,633,France,Female,47,0,0,1
6056,15623972,Wisdom,479,Germany,Female,23,9,123575.51,1
6057,15738627,Hussain,768,France,Male,25,6,0,2
6058,15643392,Woods,742,France,Male,31,4,105239.1,1
6059,15684868,Cameron,668,Germany,Male,56,9,110993.79,1
6060,15627854,Mai,707,Spain,Male,44,3,0,2
6061,15669253,Gibson,754,Spain,Male,39,7,157691.98,2
6062,15758023,Grigoryeva,544,Germany,Male,47,5,105245.21,1
6063,15574558,Gunter,718,Spain,Male,32,8,0,2
6064,15635256,Arcuri,762,France,Male,31,7,117687.35,1
6065,15680399,Tung,772,France,Male,23,2,0,2
6066,15674720,Smith,691,Germany,Female,37,7,123067.63,1
6067,15580249,Lori,502,France,Male,45,0,0,1
6068,15675431,Chidimma,563,France,Female,34,6,0,2
6069,15698285,Ting,676,France,Female,41,4,101457.14,1
6070,15810775,Tsao,576,Spain,Male,52,2,100549.43,2
6071,15678173,Collee,629,Spain,Male,35,4,174588.8,2
6072,15665222,Lettiere,625,Spain,Male,52,8,121161.57,1
6073,15803908,Fu,628,France,Male,45,9,0,2
6074,15586039,Bergamaschi,471,Germany,Female,36,5,90063.74,2
6075,15802570,Dyer,811,France,Female,45,5,0,2
6076,15781451,Buccho,504,France,Male,42,3,134936.97,2
6077,15721019,Jones,687,France,Female,24,3,110495.27,1
6078,15738588,Nebechi,660,Germany,Female,37,2,133200.09,1
6079,15730657,Ibekwe,548,France,Female,41,4,82596.8,1
6080,15739292,Gorshkov,609,Germany,Male,31,9,103837.75,1
6081,15725945,Nweke,659,Spain,Female,42,2,0,1
6082,15813159,Hairston,526,France,Male,52,8,93590.47,1
6083,15636820,Loggia,725,Germany,Male,40,8,104149.66,1
6084,15603880,Morgan,519,Germany,Male,38,1,114141.64,1
6085,15619494,Abdulov,562,Germany,Female,31,9,117153,1
6086,15596992,Norris,482,Germany,Male,45,7,156353.46,1
6087,15735025,Clark,535,Spain,Male,37,3,175534.78,2
6088,15730759,Chukwudi,561,France,Female,27,9,135637,1
6089,15752912,Perkin,661,France,Female,30,7,0,2
6090,15711316,Ch'ang,771,France,Male,27,2,0,2
6091,15738785,Kang,545,France,Male,26,7,0,2
6092,15777896,Chukwudi,850,Germany,Female,33,2,83415.04,1
6093,15628963,Frolova,601,Germany,Male,43,3,141859.12,2
6094,15742126,Chiu,712,Germany,Male,38,7,132767.66,2
6095,15575623,Simpson,589,France,Female,31,10,110635.32,1
6096,15741652,McLean,600,Spain,Male,37,8,177657.35,1
6097,15738884,Hu,642,Germany,Male,41,4,157777.58,1
6098,15615050,Savage,575,Germany,Male,47,9,107915.94,2
6099,15803005,Wallace,570,Germany,Female,57,5,86568.75,1
6100,15743498,Winter,532,Germany,Male,52,9,137755.76,1
6101,15720463,Ho,796,France,Male,30,2,137262.71,2
6102,15588695,Su,833,Spain,Male,32,6,0,1
6103,15665802,Li Fonti,642,Spain,Female,36,6,0,2
6104,15571144,Ives,655,France,Male,28,10,0,2
6105,15750731,Trevisani,736,Germany,Male,50,9,116309.01,1
6106,15605134,Bond,617,France,Female,34,0,131244.65,2
6107,15626044,Lettiere,762,Germany,Male,28,3,125155.83,2
6108,15737910,Houghton,703,Germany,Male,35,5,140691.08,2
6109,15761076,Lei,507,France,Male,41,3,58820.32,2
6110,15710105,Stirling,581,Germany,Female,26,3,105099.45,1
6111,15577402,Grant,593,France,Male,31,9,0,2
6112,15803337,Baresi,648,France,Male,23,9,168372.52,1
6113,15654372,Pearce,462,Germany,Male,34,1,94682.56,2
6114,15585867,Rutledge,596,Spain,Male,36,2,0,2
6115,15662488,Udegbunam,627,France,Female,44,5,0,2
6116,15604813,Zaytseva,494,France,Male,40,7,0,2
6117,15611644,Onyemauchechukwu,627,France,Male,73,0,146329.73,1
6118,15674928,Mullah,850,Spain,Male,37,2,0,2
6119,15656100,Candler,632,France,Female,49,5,167962.7,1
6120,15764293,Konovalova,490,France,Male,33,1,0,2
6121,15636423,Lei,715,France,Male,40,7,0,1
6122,15607629,Hollis,679,France,Male,48,8,0,2
6123,15577313,Lionel,619,France,Male,44,3,116967.68,1
6124,15714493,Francis,465,Spain,Female,33,6,0,2
6125,15643359,Carter,736,Spain,Male,32,7,0,1
6126,15687913,Mai,501,Germany,Female,34,7,93244.42,1
6127,15790935,Johnson,535,France,Female,29,5,0,2
6128,15708693,Sherman,759,France,Female,33,2,0,2
6129,15672016,Sabbatini,819,France,Male,35,1,0,2
6130,15727605,Shih,533,Germany,Male,43,4,80442.06,2
6131,15651144,Yao,632,Germany,Female,35,2,150561.03,2
6132,15749401,Ko,686,France,Male,60,9,0,3
6133,15691874,Kazakova,687,France,Female,34,9,125474.44,1
6134,15620735,Chiganu,667,Germany,Female,33,4,127076.68,2
6135,15769781,Nucci,699,Spain,Female,25,8,0,2
6136,15624611,Marsden,497,Spain,Male,37,8,128650.11,2
6137,15773071,Serena,780,Spain,Female,33,6,145580.61,1
6138,15720371,McLean,652,France,Female,51,3,0,1
6139,15717984,Longo,477,France,Male,47,9,144900.58,1
6140,15806407,Wilson,652,France,Female,37,4,0,2
6141,15785042,Hsiung,488,France,Female,31,8,97588.6,1
6142,15809302,Wright,572,France,Male,24,1,0,2
6143,15677550,Folliero,755,France,Female,38,1,0,2
6144,15654096,Johnston,779,Germany,Female,24,10,122200.31,2
6145,15617320,Palermo,693,Spain,Female,46,3,151709.33,1
6146,15653065,Nwabugwu,530,Spain,Female,22,7,0,2
6147,15649112,Endrizzi,738,Spain,Female,33,3,122134.4,2
6148,15690526,Tuan,690,Germany,Male,31,2,137260.45,2
6149,15806945,Udobata,611,France,Female,30,9,88594.14,1
6150,15670066,Ibezimako,643,Spain,Male,34,6,0,2
6151,15625761,Maclean,632,Germany,Male,41,8,127205.32,4
6152,15761525,Shaw,727,Spain,Female,31,10,96997.09,2
6153,15735080,Cummins,508,France,Female,64,2,0,1
6154,15619537,Lavrentiev,550,France,Male,31,5,142200.19,2
6155,15598162,Saunders,754,Germany,Female,39,3,160761.41,1
6156,15694300,Fiorentino,759,France,Male,26,4,0,2
6157,15637235,Knight,794,Spain,Male,33,8,0,2
6158,15612444,Manfrin,549,France,Male,29,3,0,2
6159,15626457,Zetticci,671,France,Male,31,0,116234.61,1
6160,15627995,Angelo,756,Germany,Female,26,5,155143.52,1
6161,15706128,Zhdanov,632,France,Female,21,1,0,2
6162,15666430,Peck,579,France,Male,38,8,0,2
6163,15627385,Uwaezuoke,748,France,Male,34,5,84009.47,1
6164,15581323,White,488,Germany,Female,28,7,139246.22,2
6165,15608109,Greco,710,Germany,Male,58,7,170113,2
6166,15801942,Chu,619,Spain,Female,41,8,0,3
6167,15567431,Kodilinyechukwu,773,France,Male,64,2,145578.28,1
6168,15810167,Scott,657,Spain,Male,75,7,126273.95,1
6169,15644501,Enyinnaya,579,France,Female,26,10,162482.76,1
6170,15785290,Hao,542,France,Male,29,9,0,1
6171,15611157,McElhone,709,France,Female,32,2,87814.89,1
6172,15673837,Ko,617,Spain,Male,61,3,113858.95,1
6173,15656822,Day,568,Germany,Male,43,5,87612.64,4
6174,15580560,Harris,769,France,Female,73,1,0,1
6175,15760641,Gerald,608,Germany,Male,26,1,106648.98,1
6176,15587584,Nebeuwa,503,Spain,Male,31,4,0,2
6177,15604146,Kaodilinakachukwu,608,Germany,Female,38,8,103653.51,2
6178,15813974,Maruff,731,Germany,Male,37,3,116880.53,1
6179,15746986,Howe,850,Germany,Female,40,4,97990.49,2
6180,15759741,Knepper,591,Germany,Female,34,4,150635.3,1
6181,15734892,Fennell,579,Spain,Male,37,4,0,2
6182,15797194,T'ao,570,France,Male,39,10,129674.89,2
6183,15723786,Morris,709,France,Female,37,9,0,2
6184,15642726,Holmes,611,France,Male,53,3,83568.26,1
6185,15664339,Yu,775,Spain,Male,48,4,178144.91,2
6186,15754526,Walker,699,Germany,Male,36,6,147137.74,1
6187,15703037,Edwards,618,France,Male,37,5,0,1
6188,15751412,Harvey,704,France,Male,36,3,114370.41,1
6189,15609558,McDonald,835,Germany,Female,47,5,108289.28,2
6190,15572408,Chambers,714,Germany,Male,39,3,149887.49,2
6191,15613923,Reed,581,Spain,Female,43,4,170172.9,1
6192,15747000,Shih,592,France,Male,27,3,0,2
6193,15731781,Onyemachukwu,551,France,Male,43,7,0,2
6194,15727198,Teng,689,Germany,Female,28,2,64808.32,2
6195,15794273,Hand,604,France,Female,56,0,62732.65,1
6196,15804950,Onyemauchechukwu,514,France,Female,41,7,0,2
6197,15576304,Bailey,698,France,Male,29,5,95167.55,1
6198,15645200,Chiang,581,Germany,Female,54,2,152508.99,1
6199,15779627,Maclean,573,Germany,Male,31,0,134644.19,1
6200,15750755,Yobachi,449,Spain,Female,33,8,0,2
6201,15569654,Munro,850,Germany,Female,31,3,51293.47,1
6202,15753079,Chidi,612,France,Male,41,5,0,3
6203,15684995,Chamberlain,690,Spain,Male,49,8,116622.73,1
6204,15790763,Trujillo,599,Spain,Female,49,2,0,2
6205,15766458,Tang,498,France,Male,33,1,198113.86,1
6206,15616221,Wilson,497,France,Female,29,4,85646.81,1
6207,15776124,Mann,802,Spain,Male,51,7,0,1
6208,15665811,Parry,644,France,Male,33,9,141234.98,1
6209,15729804,Manfrin,714,France,Male,34,10,0,2
6210,15714062,Millar,690,France,Female,40,9,77641.99,1
6211,15592197,Simmons,522,Spain,Male,30,3,0,2
6212,15793116,Beneventi,502,Germany,Female,40,7,117304.29,1
6213,15638231,Chung,730,Spain,Female,62,2,0,2
6214,15697678,Maxwell,590,Germany,Male,36,6,92340.69,2
6215,15800412,Dale,458,Germany,Male,35,9,146780.52,2
6216,15597610,Stevens,553,Spain,Male,41,6,144974.55,1
6217,15726634,Wei,479,France,Male,47,1,0,1
6218,15670866,Chiu,693,France,Male,31,2,0,2
6219,15667462,Duncan,707,Spain,Male,43,10,0,2
6220,15662574,Brady,636,Spain,Male,37,1,115137.26,1
6221,15716926,Macleod,807,France,Male,33,10,101952.97,2
6222,15603554,Berkeley,513,France,Female,45,0,164649.52,3
6223,15716800,Kaur,582,France,Male,31,2,0,2
6224,15679429,Bell,694,France,Male,32,0,91956.49,1
6225,15616122,Nwokike,777,France,Male,39,8,0,2
6226,15742172,Williamson,598,Germany,Male,32,9,123938.6,2
6227,15792305,Mountgarrett,762,Germany,Male,46,6,123571.77,3
6228,15636016,Wreford,588,France,Female,34,3,120777.88,1
6229,15733138,Paterson,663,Germany,Male,42,5,90248.79,1
6230,15669741,Hou,777,France,Male,36,7,0,1
6231,15616954,Smith,592,France,Male,71,4,0,2
6232,15729238,Peng,631,Germany,Male,48,1,106396.48,1
6233,15718242,Wollstonecraft,725,Germany,Female,47,1,104887.43,1
6234,15682914,Bolton,850,France,Male,34,2,72079.71,1
6235,15654274,Corrie,540,France,Male,37,6,0,2
6236,15691457,Boyle,674,Spain,Male,36,2,0,2
6237,15719649,Lambie,553,France,Male,38,3,99844.68,1
6238,15778897,Cartwright,630,France,Female,28,1,0,2
6239,15589437,Lu,466,France,Male,26,3,156815.71,1
6240,15682369,Pisano,613,France,Male,47,6,146034.74,1
6241,15626507,Chukwubuikem,558,France,Male,27,1,152283.39,1
6242,15571995,Harper,775,Germany,Female,33,1,118897.1,2
6243,15673333,Wilson,698,Germany,Male,52,8,96781.39,1
6244,15748752,Ch'in,608,Germany,Male,33,1,102772.67,2
6245,15725302,Streeton,670,Spain,Female,20,4,0,2
6246,15722083,Ch'ang,591,Spain,Male,39,8,0,2
6247,15771442,Pennington,633,France,Male,40,4,150578,1
6248,15803633,T'ien,678,France,Female,46,1,0,2
6249,15672185,Liu,590,France,Male,47,3,0,2
6250,15806486,Cunningham,705,France,Female,48,0,0,2
6251,15570895,Ch'in,608,France,Male,42,10,163548.07,1
6252,15614520,Smith,682,France,Female,37,8,148580.12,1
6253,15687492,Anderson,596,Germany,Male,32,3,96709.07,2
6254,15675337,Forbes,395,Germany,Female,34,5,106011.59,1
6255,15721047,Ansell,578,Germany,Male,37,1,135650.88,1
6256,15589017,Chiu,547,Germany,Male,55,4,111362.76,3
6257,15611186,Yevdokimova,609,France,Male,37,1,39344.83,1
6258,15617301,Chamberlin,774,Germany,Male,36,9,130809.77,1
6259,15726046,Johnston,712,France,Female,27,2,133009.51,1
6260,15585748,McDonald,585,Germany,Female,28,9,135337.49,2
6261,15672826,Chen,666,France,Female,32,10,112536.57,2
6262,15595162,Cattaneo,708,Spain,Female,35,8,122570.69,1
6263,15650026,Barclay-Harvey,513,France,Male,44,1,63562.02,2
6264,15745826,Dawson,445,France,Male,37,3,0,2
6265,15708610,Costa,690,Germany,Male,44,9,100368.63,2
6266,15624471,Chikwado,850,France,Male,37,6,0,2
6267,15590097,Ch'eng,537,Spain,Female,33,7,136082,1
6268,15689328,Harrison,705,Germany,Male,48,9,114169.16,1
6269,15582154,Crawford,670,France,Female,45,5,47884.92,1
6270,15734626,Gibson,652,Spain,Female,36,1,0,2
6271,15702806,Martin,696,Spain,Male,24,9,0,1
6272,15620756,Stokes,747,France,Male,49,6,202904.64,1
6273,15611331,Niu,511,France,Female,46,1,0,1
6274,15576935,Ampt,743,Spain,Male,43,2,161807.18,2
6275,15661275,Wynn,532,Germany,Male,52,3,110791.97,1
6276,15814940,Lawrence,642,Spain,Female,33,9,0,2
6277,15768471,Wagner,554,Germany,Female,54,6,108755,1
6278,15697391,Argyle,604,Spain,Female,34,3,0,2
6279,15793346,Ofodile,602,France,Female,72,3,0,2
6280,15608338,Chiemenam,757,Spain,Female,55,9,117294.12,4
6281,15578546,Akobundu,491,Germany,Male,26,4,102251.14,1
6282,15656921,Locke,850,France,Male,31,4,0,2
6283,15761340,Bullen,521,France,Male,22,5,0,2
6284,15591135,Forster,726,France,Male,37,2,132057.92,2
6285,15623219,Smith,596,France,Male,33,8,0,1
6286,15655229,Craig,850,Germany,Female,35,7,114285.2,1
6287,15805884,Archer,637,France,Female,41,9,0,2
6288,15668289,McWilliams,690,Spain,Male,32,2,76087.98,1
6289,15568562,Moss,689,France,Male,40,8,160272.27,1
6290,15773276,Townsend,633,Spain,Male,63,4,114552.6,1
6291,15622801,Brown,555,France,Female,27,8,102000.17,1
6292,15779886,Munson,563,Spain,Male,24,7,0,2
6293,15713673,T'ien,494,France,Female,33,1,137853,1
6294,15783083,Shubin,534,France,Male,27,9,0,2
6295,15742824,Isayeva,696,Germany,Male,42,7,162318.61,1
6296,15621550,Hung,535,Spain,Female,50,1,140292.58,3
6297,15799480,Webb,600,France,Male,34,0,0,2
6298,15625247,Scott,807,France,Female,34,1,0,1
6299,15755241,Rahman,714,France,Female,52,2,0,1
6300,15575679,Lori,590,France,Male,24,7,126431.54,1
6301,15668235,Cooke,614,France,Female,41,3,123475.04,1
6302,15683183,Volkova,766,Germany,Female,45,6,97652.96,1
6303,15684592,Lamb,557,Spain,Male,42,4,0,2
6304,15591169,Hawes,788,Germany,Female,49,4,137455.99,1
6305,15653455,Smith,648,France,Female,38,2,0,2
6306,15732563,Swanton,726,Germany,Female,33,7,99046.31,2
6307,15656471,Mitchell,773,France,Male,33,9,0,2
6308,15598510,Colombo,583,Germany,Male,27,4,105907.42,2
6309,15766427,Shaw,565,Germany,Male,52,5,97720.35,2
6310,15785342,Shipp,705,France,Male,25,9,0,2
6311,15641595,Jonathan,685,Spain,Male,43,4,97392.18,2
6312,15798429,Hernandez,741,France,Male,29,8,0,2
6313,15648136,Green,658,Germany,Female,28,9,152812.58,1
6314,15812482,Young,575,France,Male,27,3,139301.68,1
6315,15790810,Han,844,France,Female,41,10,76319.64,1
6316,15687421,Highland,559,Spain,Male,67,9,125919.35,1
6317,15765643,Hamilton,725,France,Male,37,6,124348.38,2
6318,15654878,Yobanna,450,France,Male,29,7,117199.8,1
6319,15686835,Crawford,738,Germany,Female,57,9,148384.64,1
6320,15768340,Beavers,642,Germany,Female,19,3,113905.48,1
6321,15673599,Williamson,618,Spain,Male,32,5,133476.09,1
6322,15689096,Beneventi,590,France,Male,47,0,117879.32,1
6323,15684294,Chidumaga,735,France,Male,50,2,0,2
6324,15615828,Mitchell,550,France,Male,34,8,122359.5,1
6325,15746012,Chibugo,729,Spain,Female,28,0,0,2
6326,15615797,Hyde,743,Germany,Male,59,5,108585.35,1
6327,15788494,Alekseeva,555,France,Male,31,8,145875.74,1
6328,15793856,Abdulov,667,Spain,Female,36,3,121542.57,2
6329,15629545,Buckley,790,Spain,Female,41,7,109508.68,1
6330,15661198,Howard,727,Germany,Male,34,2,146407.11,1
6331,15715117,Peel,744,France,Female,39,6,0,1
6332,15701074,Herz,629,Germany,Male,35,8,112330.83,1
6333,15793046,Holden,619,France,Female,35,4,90413.12,1
6334,15623744,McLean,634,France,Male,34,8,105302.66,1
6335,15611329,Findlay,608,Spain,Female,35,6,0,2
6336,15740428,Wyatt,507,France,Female,35,1,0,2
6337,15781534,Rapuluolisa,536,Germany,Female,35,4,121520.36,1
6338,15618243,Buckland,730,Spain,Female,43,1,103960.38,1
6339,15784161,Hargreaves,583,Germany,Male,39,8,102945.01,1
6340,15700325,Onyeoruru,644,France,Female,24,8,92760.55,1
6341,15659064,Salas,790,Spain,Male,37,8,0,2
6342,15658364,Laney,807,Germany,Female,40,1,134590.21,1
6343,15704340,Fu,581,France,Female,37,10,104255.03,1
6344,15793455,Tien,627,Spain,Female,55,6,0,1
6345,15579777,Sazonova,850,France,Male,41,3,0,2
6346,15632345,Tuan,754,France,Female,35,4,0,2
6347,15814468,Wei,551,Germany,Male,50,1,121399.98,1
6348,15754820,Bergamaschi,637,Germany,Male,35,8,147127.81,2
6349,15707505,Taylor,699,Spain,Male,31,8,125927.51,2
6350,15699507,Messersmith,542,France,Female,25,7,0,2
6351,15799600,Coles,640,Germany,Male,48,1,111599.32,1
6352,15794472,Brookes,553,France,Female,27,3,0,2
6353,15646632,Reid,741,France,Male,38,9,0,2
6354,15676353,Etheridge,598,France,Male,35,8,114212.6,1
6355,15566312,Jolly,660,Spain,Female,42,5,0,3
6356,15570414,Chizoba,618,Spain,Male,41,4,115251.64,1
6357,15776743,Eberegbulam,647,France,Male,43,9,0,2
6358,15674637,Pagnotto,491,France,Female,68,3,107571.61,1
6359,15730418,Lucchesi,652,France,Female,32,2,0,2
6360,15739972,Hughes,650,Germany,Female,45,9,152367.21,3
6361,15661591,Panicucci,413,Germany,Male,39,1,130969.77,2
6362,15675585,Burns,416,Germany,Female,25,0,97738.97,2
6363,15814750,Ricci,629,Spain,Male,34,8,0,2
6364,15593454,Lambert,678,Spain,Female,40,4,113794.22,1
6365,15663421,Esposito,527,Spain,Male,28,6,128396.33,2
6366,15576196,Benson,743,Spain,Female,48,5,118207.69,2
6367,15677324,Botts,683,Germany,Male,73,9,124730.26,1
6368,15568742,Parkes,536,France,Female,41,9,0,1
6369,15693764,Mai,663,Spain,Male,52,0,136298.65,1
6370,15714260,Castiglione,646,France,Female,38,2,0,2
6371,15798200,Manna,707,France,Male,35,2,0,3
6372,15656627,Lin,602,France,Male,34,5,0,2
6373,15791111,Fink,635,France,Female,47,2,125724.95,2
6374,15638269,Baresi,597,France,Male,67,2,0,2
6375,15807473,Morehead,503,France,Male,38,1,0,2
6376,15708534,Afamefuna,524,Spain,Female,64,5,0,1
6377,15640686,Greco,700,France,Male,46,5,95872.86,1
6378,15588904,Balashova,692,France,Male,33,9,0,1
6379,15768763,Bogdanov,562,France,Male,37,2,0,1
6380,15770543,Lowe,679,France,Male,37,7,74260.03,1
6381,15642162,Ponce,603,Germany,Male,35,1,123407.69,1
6382,15714046,Trevisano,720,Spain,Male,33,3,123783.91,2
6383,15575060,Gardner,797,France,Male,24,5,0,2
6384,15812040,Lorenzo,594,France,Male,36,6,153880.15,1
6385,15812073,Palmer,529,France,Female,31,7,0,2
6386,15706810,Zuyeva,606,Germany,Female,32,1,106301.85,2
6387,15584090,Jen,621,Spain,Female,40,7,0,2
6388,15810807,Alekseeva,513,France,Female,43,9,0,2
6389,15582033,Manfrin,753,Germany,Male,44,3,138076.47,1
6390,15687607,Chiemenam,605,France,Female,30,9,135422.31,1
6391,15588406,Chiemenam,574,Spain,Female,37,7,0,2
6392,15784099,Clark,726,France,Female,38,5,126875.62,1
6393,15701352,Fanucci,611,Spain,Female,28,3,96381.68,2
6394,15789371,Cattaneo,593,Germany,Female,41,4,119703.1,2
6395,15602845,Udinesi,466,Germany,Male,41,2,152102.18,2
6396,15707918,Bentley,741,Germany,Female,36,0,127675.39,2
6397,15602812,Holmes,684,Germany,Female,44,2,133776.86,2
6398,15675888,Austin,550,Spain,Female,33,9,72788.03,1
6399,15591822,Mackenzie,593,Spain,Male,26,9,76226.9,1
6400,15738501,Booth,601,Germany,Male,48,9,163630.76,1
6401,15585907,Collier,676,Spain,Female,30,5,0,2
6402,15579040,Hs?,556,France,Female,46,10,0,2
6403,15804211,Oluchukwu,719,France,Male,36,3,155423.17,1
6404,15736126,Sung,850,Germany,Male,55,0,98710.89,1
6405,15745399,Marino,649,Spain,Female,49,2,0,1
6406,15760749,Vinogradov,509,Spain,Male,41,7,126683.8,1
6407,15637118,Burns,684,France,Male,33,4,140700.61,1
6408,15657829,Fanucci,806,Germany,Male,30,8,168078.83,1
6409,15738497,Chukwujamuike,729,Spain,Male,44,4,107726.93,2
6410,15690695,Flynn,683,France,Female,33,9,0,2
6411,15762351,Chao,689,Spain,Female,63,1,0,2
6412,15791172,Yeh,672,Germany,Female,21,1,35741.69,1
6413,15598982,Klein,602,Germany,Female,53,5,98268.84,1
6414,15734765,Mahmood,739,France,Female,20,4,133800.98,1
6415,15642912,Tu,618,France,Female,21,2,125682.79,1
6416,15769516,Shcherbakov,674,France,Female,42,9,0,2
6417,15789379,Zetticci,762,France,Male,26,6,130428.78,1
6418,15695103,Carr,790,Spain,Male,37,6,0,2
6419,15801924,Browne,754,Spain,Female,27,8,0,2
6420,15767804,Feng,729,France,Male,44,6,0,2
6421,15718039,Ferguson,606,Germany,Female,47,0,137138.2,2
6422,15579994,Shaw,616,France,Male,23,8,73112.95,1
6423,15595037,Palermo,772,France,Male,47,9,152347.01,1
6424,15600720,Moore,652,Spain,Male,41,8,115144.68,1
6425,15782608,Huang,743,France,Male,43,5,0,2
6426,15566894,Gray,793,France,Male,39,3,137817.52,1
6427,15749123,Sokolova,743,Spain,Male,45,7,157332.26,1
6428,15668943,Henderson,746,France,Male,37,2,0,2
6429,15577423,Mosley,627,Germany,Female,39,5,124586.93,1
6430,15623102,Nnaemeka,713,Spain,Male,38,6,116980.78,2
6431,15728012,Everett,678,Spain,Female,40,3,128398.38,1
